year,month,state,gender,value
2032,July,Lakshadweep,Total,71
2032,July,Lakshadweep,Male,37
2032,July,Lakshadweep,Female,34
2032,July,Ladakh,Total,119
2032,July,Ladakh,Male,78
2032,July,Ladakh,Female,41
2032,July,Kerala,Total,33825
2032,July,Kerala,Male,16176
2032,July,Kerala,Female,17649
2032,July,Karnataka,Total,34743
2032,July,Karnataka,Male,17699
2032,July,Karnataka,Female,17044
2032,July,Jharkhand,Total,12141
2032,July,Jharkhand,Male,6356
2032,July,Jharkhand,Female,5784
2032,July,Jammu and Kashmir,Total,4768
2032,July,Jammu and Kashmir,Male,2582
2032,July,Jammu and Kashmir,Female,2187
2032,July,Himachal Pradesh,Total,814
2032,July,Himachal Pradesh,Male,439
2032,July,Himachal Pradesh,Female,375
2032,July,Haryana,Total,15842
2032,July,Haryana,Male,8458
2032,July,Haryana,Female,7384
2032,July,Gujarat,Total,41980
2032,July,Gujarat,Male,22330
2032,July,Gujarat,Female,19650
2032,July,Goa,Total,1396
2032,July,Goa,Male,714
2032,July,Goa,Female,682
2032,July,Delhi,Total,25096
2032,July,Delhi,Male,13435
2032,July,Delhi,Female,11661
2032,July,Daman and Diu,Total,1344
2032,July,Daman and Diu,Male,1101
2032,July,Daman and Diu,Female,243
2032,July,Dadra and Nagar Haveli,Total,1036
2032,July,Dadra and Nagar Haveli,Male,616
2032,July,Dadra and Nagar Haveli,Female,420
2032,July,Chhattisgarh,Total,9958
2032,July,Chhattisgarh,Male,5091
2032,July,Chhattisgarh,Female,4867
2032,July,Chandigarh,Total,1329
2032,July,Chandigarh,Male,729
2032,July,Chandigarh,Female,600
2032,July,Bihar,Total,18605
2032,July,Bihar,Male,9818
2032,July,Bihar,Female,8787
2032,July,Assam,Total,6434
2032,July,Assam,Male,3306
2032,July,Assam,Female,3128
2032,July,Arunachal Pradesh,Total,466
2032,July,Arunachal Pradesh,Male,247
2032,July,Arunachal Pradesh,Female,220
2032,July,Andhra Pradesh,Total,22935
2032,July,Andhra Pradesh,Male,11543
2032,July,Andhra Pradesh,Female,11392
2032,July,Andaman and Nicobar Islands,Total,203
2032,July,Andaman and Nicobar Islands,Male,108
2032,July,Andaman and Nicobar Islands,Female,95
2032,July,All India,Total,565589
2032,July,All India,Male,293346
2032,July,All India,Female,272243
2031,October,West Bengal,Total,41365
2031,October,West Bengal,Male,21278
2031,October,West Bengal,Female,20087
2031,October,Uttarakhand,Total,5020
2031,October,Uttarakhand,Male,2665
2031,October,Uttarakhand,Female,2356
2031,October,Uttar Pradesh,Total,63850
2031,October,Uttar Pradesh,Male,33712
2031,October,Uttar Pradesh,Female,30138
2031,October,Tripura,Total,2173
2031,October,Tripura,Male,1101
2031,October,Tripura,Female,1072
2031,October,Telangana,Total,21171
2031,October,Telangana,Male,10655
2031,October,Telangana,Female,10516
2031,October,Tamil Nadu,Total,44951
2031,October,Tamil Nadu,Male,22475
2031,October,Tamil Nadu,Female,22475
2031,October,Sikkim,Total,490
2031,October,Sikkim,Male,256
2031,October,Sikkim,Female,234
2031,October,Rajasthan,Total,24373
2031,October,Rajasthan,Male,12734
2031,October,Rajasthan,Female,11639
2031,October,Punjab,Total,14460
2031,October,Punjab,Male,7712
2031,October,Punjab,Female,6748
2031,October,Puducherry,Total,1417
2031,October,Puducherry,Male,694
2031,October,Puducherry,Female,723
2031,October,Odisha,Total,9876
2031,October,Odisha,Male,5112
2031,October,Odisha,Female,4764
2031,October,Nagaland,Total,1392
2031,October,Nagaland,Male,729
2031,October,Nagaland,Female,662
2031,October,Mizoram,Total,757
2031,October,Mizoram,Male,379
2031,October,Mizoram,Female,378
2031,October,Meghalaya,Total,756
2031,October,Meghalaya,Male,378
2031,October,Meghalaya,Female,378
2031,October,Manipur,Total,1200
2031,October,Manipur,Male,592
2031,October,Manipur,Female,608
2031,October,Maharashtra,Total,68081
2031,October,Maharashtra,Male,35775
2031,October,Maharashtra,Female,32305
2031,October,Madhya Pradesh,Total,28275
2031,October,Madhya Pradesh,Male,14742
2031,October,Madhya Pradesh,Female,13533
2031,October,Lakshadweep,Total,71
2031,October,Lakshadweep,Male,37
2031,October,Lakshadweep,Female,34
2031,October,Ladakh,Total,117
2031,October,Ladakh,Male,77
2031,October,Ladakh,Female,40
2031,October,Kerala,Total,33395
2031,October,Kerala,Male,15971
2031,October,Kerala,Female,17424
2031,October,Karnataka,Total,34387
2031,October,Karnataka,Male,17518
2031,October,Karnataka,Female,16869
2031,October,Jharkhand,Total,12005
2031,October,Jharkhand,Male,6285
2031,October,Jharkhand,Female,5719
2031,October,Jammu and Kashmir,Total,4721
2031,October,Jammu and Kashmir,Male,2556
2031,October,Jammu and Kashmir,Female,2165
2031,October,Himachal Pradesh,Total,812
2031,October,Himachal Pradesh,Male,438
2031,October,Himachal Pradesh,Female,374
2031,October,Haryana,Total,15591
2031,October,Haryana,Male,8324
2031,October,Haryana,Female,7267
2031,October,Gujarat,Total,41429
2031,October,Gujarat,Male,22037
2031,October,Gujarat,Female,19392
2031,October,Goa,Total,1381
2031,October,Goa,Male,706
2031,October,Goa,Female,675
2031,October,Delhi,Total,24790
2031,October,Delhi,Male,13271
2031,October,Delhi,Female,11519
2031,October,Daman and Diu,Total,1219
2031,October,Daman and Diu,Male,987
2031,October,Daman and Diu,Female,232
2031,October,Dadra and Nagar Haveli,Total,969
2031,October,Dadra and Nagar Haveli,Male,576
2031,October,Dadra and Nagar Haveli,Female,393
2031,October,Chhattisgarh,Total,9817
2031,October,Chhattisgarh,Male,5019
2031,October,Chhattisgarh,Female,4798
2031,October,Chandigarh,Total,1323
2031,October,Chandigarh,Male,726
2031,October,Chandigarh,Female,597
2031,October,Bihar,Total,18376
2031,October,Bihar,Male,9697
2031,October,Bihar,Female,8679
2031,October,Assam,Total,6369
2031,October,Assam,Male,3273
2031,October,Assam,Female,3096
2031,October,Arunachal Pradesh,Total,462
2031,October,Arunachal Pradesh,Male,244
2031,October,Arunachal Pradesh,Female,217
2031,October,Andhra Pradesh,Total,22667
2031,October,Andhra Pradesh,Male,11407
2031,October,Andhra Pradesh,Female,11259
2031,October,Andaman and Nicobar Islands,Total,201
2031,October,Andaman and Nicobar Islands,Male,107
2031,October,Andaman and Nicobar Islands,Female,94
2031,October,All India,Total,559704
2031,October,All India,Male,290245
2031,October,All India,Female,269459
2031,March,West Bengal,Total,41068
2031,March,West Bengal,Male,21126
2031,March,West Bengal,Female,19942
2031,March,Uttarakhand,Total,4965
2031,March,Uttarakhand,Male,2635
2031,March,Uttarakhand,Female,2330
2031,March,Uttar Pradesh,Total,63430
2031,March,Uttar Pradesh,Male,33490
2031,March,Uttar Pradesh,Female,29940
2031,March,Tripura,Total,2136
2031,March,Tripura,Male,1083
2031,March,Tripura,Female,1053
2031,March,Telangana,Total,21090
2031,March,Telangana,Male,10614
2031,March,Telangana,Female,10476
2031,March,Tamil Nadu,Total,44742
2031,March,Tamil Nadu,Male,22371
2031,March,Tamil Nadu,Female,22371
2031,March,Sikkim,Total,480
2031,March,Sikkim,Male,251
2031,March,Sikkim,Female,229
2031,March,Rajasthan,Total,24192
2031,March,Rajasthan,Male,12639
2031,March,Rajasthan,Female,11553
2031,March,Punjab,Total,14360
2031,March,Punjab,Male,7659
2031,March,Punjab,Female,6701
2031,March,Puducherry,Total,1397
2031,March,Puducherry,Male,684
2031,March,Puducherry,Female,713
2031,March,Odisha,Total,9804
2031,March,Odisha,Male,5075
2031,March,Odisha,Female,4729
2031,March,Nagaland,Total,1367
2031,March,Nagaland,Male,716
2031,March,Nagaland,Female,651
2031,March,Mizoram,Total,753
2031,March,Mizoram,Male,377
2031,March,Mizoram,Female,376
2031,March,Meghalaya,Total,752
2031,March,Meghalaya,Male,376
2031,March,Meghalaya,Female,376
2031,March,Manipur,Total,1190
2031,March,Manipur,Male,587
2031,March,Manipur,Female,603
2031,March,Maharashtra,Total,67671
2031,March,Maharashtra,Male,35560
2031,March,Maharashtra,Female,32111
2031,March,Madhya Pradesh,Total,28085
2031,March,Madhya Pradesh,Male,14643
2031,March,Madhya Pradesh,Female,13442
2031,March,Lakshadweep,Total,71
2031,March,Lakshadweep,Male,37
2031,March,Lakshadweep,Female,34
2031,March,Ladakh,Total,115
2031,March,Ladakh,Male,75
2031,March,Ladakh,Female,40
2031,March,Kerala,Total,33051
2031,March,Kerala,Male,15806
2031,March,Kerala,Female,17245
2031,March,Karnataka,Total,34111
2031,March,Karnataka,Male,17377
2031,March,Karnataka,Female,16734
2031,March,Jharkhand,Total,11899
2031,March,Jharkhand,Male,6230
2031,March,Jharkhand,Female,5669
2031,March,Jammu and Kashmir,Total,4684
2031,March,Jammu and Kashmir,Male,2536
2031,March,Jammu and Kashmir,Female,2148
2031,March,Himachal Pradesh,Total,810
2031,March,Himachal Pradesh,Male,437
2031,March,Himachal Pradesh,Female,373
2031,March,Haryana,Total,15397
2031,March,Haryana,Male,8221
2031,March,Haryana,Female,7176
2031,March,Gujarat,Total,41002
2031,March,Gujarat,Male,21810
2031,March,Gujarat,Female,19192
2031,March,Goa,Total,1369
2031,March,Goa,Male,700
2031,March,Goa,Female,669
2031,March,Delhi,Total,24551
2031,March,Delhi,Male,13143
2031,March,Delhi,Female,11408
2031,March,Daman and Diu,Total,1122
2031,March,Daman and Diu,Male,898
2031,March,Daman and Diu,Female,224
2031,March,Dadra and Nagar Haveli,Total,916
2031,March,Dadra and Nagar Haveli,Male,545
2031,March,Dadra and Nagar Haveli,Female,371
2031,March,Chhattisgarh,Total,9708
2031,March,Chhattisgarh,Male,4963
2031,March,Chhattisgarh,Female,4745
2031,March,Chandigarh,Total,1318
2031,March,Chandigarh,Male,723
2031,March,Chandigarh,Female,595
2031,March,Bihar,Total,18199
2031,March,Bihar,Male,9604
2031,March,Bihar,Female,8595
2031,March,Assam,Total,6318
2031,March,Assam,Male,3247
2031,March,Assam,Female,3071
2031,March,Arunachal Pradesh,Total,458
2031,March,Arunachal Pradesh,Male,242
2031,March,Arunachal Pradesh,Female,216
2031,March,Andhra Pradesh,Total,22459
2031,March,Andhra Pradesh,Male,11303
2031,March,Andhra Pradesh,Female,11156
2031,March,Andaman and Nicobar Islands,Total,200
2031,March,Andaman and Nicobar Islands,Male,107
2031,March,Andaman and Nicobar Islands,Female,93
2031,March,All India,Total,555240
2031,March,All India,Male,287890
2031,March,All India,Female,267350
2031,July,West Bengal,Total,41238
2031,July,West Bengal,Male,21213
2031,July,West Bengal,Female,20025
2031,July,Uttarakhand,Total,4997
2031,July,Uttarakhand,Male,2652
2031,July,Uttarakhand,Female,2345
2031,July,Uttar Pradesh,Total,63670
2031,July,Uttar Pradesh,Male,33617
2031,July,Uttar Pradesh,Female,30053
2031,July,Tripura,Total,2157
2031,July,Tripura,Male,1093
2031,July,Tripura,Female,1064
2031,July,Telangana,Total,21090
2031,July,Telangana,Male,10614
2031,July,Telangana,Female,10476
2031,July,Tamil Nadu,Total,44861
2031,July,Tamil Nadu,Male,22431
2031,July,Tamil Nadu,Female,22431
2031,July,Sikkim,Total,486
2031,July,Sikkim,Male,254
2031,July,Sikkim,Female,232
2031,July,Rajasthan,Total,24295
2031,July,Rajasthan,Male,12693
2031,July,Rajasthan,Female,11602
2031,July,Punjab,Total,14417
2031,July,Punjab,Male,7689
2031,July,Punjab,Female,6728
2031,July,Puducherry,Total,1408
2031,July,Puducherry,Male,690
2031,July,Puducherry,Female,719
2031,July,Odisha,Total,9845
2031,July,Odisha,Male,5096
2031,July,Odisha,Female,4749
2031,July,Nagaland,Total,1381
2031,July,Nagaland,Male,724
2031,July,Nagaland,Female,657
2031,July,Mizoram,Total,755
2031,July,Mizoram,Male,378
2031,July,Mizoram,Female,377
2031,July,Meghalaya,Total,754
2031,July,Meghalaya,Male,377
2031,July,Meghalaya,Female,377
2031,July,Manipur,Total,1196
2031,July,Manipur,Male,590
2031,July,Manipur,Female,606
2031,July,Maharashtra,Total,67905
2031,July,Maharashtra,Male,35683
2031,July,Maharashtra,Female,32222
2031,July,Madhya Pradesh,Total,28194
2031,July,Madhya Pradesh,Male,14700
2031,July,Madhya Pradesh,Female,13494
2031,July,Lakshadweep,Total,71
2031,July,Lakshadweep,Male,37
2031,July,Lakshadweep,Female,34
2031,July,Ladakh,Total,116
2031,July,Ladakh,Male,76
2031,July,Ladakh,Female,40
2031,July,Kerala,Total,33247
2031,July,Kerala,Male,15900
2031,July,Kerala,Female,17347
2031,July,Karnataka,Total,34269
2031,July,Karnataka,Male,17457
2031,July,Karnataka,Female,16811
2031,July,Jharkhand,Total,11959
2031,July,Jharkhand,Male,6261
2031,July,Jharkhand,Female,5698
2031,July,Jammu and Kashmir,Total,4705
2031,July,Jammu and Kashmir,Male,2547
2031,July,Jammu and Kashmir,Female,2158
2031,July,Himachal Pradesh,Total,811
2031,July,Himachal Pradesh,Male,438
2031,July,Himachal Pradesh,Female,373
2031,July,Haryana,Total,15508
2031,July,Haryana,Male,8280
2031,July,Haryana,Female,7228
2031,July,Gujarat,Total,41246
2031,July,Gujarat,Male,21939
2031,July,Gujarat,Female,19307
2031,July,Goa,Total,1376
2031,July,Goa,Male,703
2031,July,Goa,Female,672
2031,July,Delhi,Total,24687
2031,July,Delhi,Male,13216
2031,July,Delhi,Female,11471
2031,July,Daman and Diu,Total,1178
2031,July,Daman and Diu,Male,949
2031,July,Daman and Diu,Female,229
2031,July,Dadra and Nagar Haveli,Total,946
2031,July,Dadra and Nagar Haveli,Male,562
2031,July,Dadra and Nagar Haveli,Female,384
2031,July,Chhattisgarh,Total,9770
2031,July,Chhattisgarh,Male,4995
2031,July,Chhattisgarh,Female,4775
2031,July,Chandigarh,Total,1321
2031,July,Chandigarh,Male,725
2031,July,Chandigarh,Female,596
2031,July,Bihar,Total,18300
2031,July,Bihar,Male,9657
2031,July,Bihar,Female,8643
2031,July,Assam,Total,6347
2031,July,Assam,Male,3262
2031,July,Assam,Female,3085
2031,July,Arunachal Pradesh,Total,460
2031,July,Arunachal Pradesh,Male,243
2031,July,Arunachal Pradesh,Female,217
2031,July,Andhra Pradesh,Total,22578
2031,July,Andhra Pradesh,Male,11363
2031,July,Andhra Pradesh,Female,11215
2031,July,Andaman and Nicobar Islands,Total,201
2031,July,Andaman and Nicobar Islands,Male,107
2031,July,Andaman and Nicobar Islands,Female,94
2031,July,All India,Total,557745
2031,July,All India,Male,289211
2031,July,All India,Female,268534
2030,October,West Bengal,Total,40828
2030,October,West Bengal,Male,21002
2030,October,West Bengal,Female,19826
2030,October,Uttarakhand,Total,4923
2030,October,Uttarakhand,Male,2613
2030,October,Uttarakhand,Female,2310
2030,October,Uttar Pradesh,Total,63089
2030,October,Uttar Pradesh,Male,33310
2030,October,Uttar Pradesh,Female,29779
2030,October,Tripura,Total,2109
2030,October,Tripura,Male,1069
2030,October,Tripura,Female,1040
2030,October,Telangana,Total,20834
2030,October,Telangana,Male,10485
2030,October,Telangana,Female,10349
2030,October,Tamil Nadu,Total,44567
2030,October,Tamil Nadu,Male,22284
2030,October,Tamil Nadu,Female,22284
2030,October,Sikkim,Total,473
2030,October,Sikkim,Male,247
2030,October,Sikkim,Female,226
2030,October,Rajasthan,Total,24059
2030,October,Rajasthan,Male,12570
2030,October,Rajasthan,Female,11489
2030,October,Punjab,Total,14283
2030,October,Punjab,Male,7617
2030,October,Punjab,Female,6665
2030,October,Puducherry,Total,1384
2030,October,Puducherry,Male,678
2030,October,Puducherry,Female,706
2030,October,Odisha,Total,9747
2030,October,Odisha,Male,5045
2030,October,Odisha,Female,4702
2030,October,Nagaland,Total,1349
2030,October,Nagaland,Male,707
2030,October,Nagaland,Female,642
2030,October,Mizoram,Total,749
2030,October,Mizoram,Male,375
2030,October,Mizoram,Female,374
2030,October,Meghalaya,Total,749
2030,October,Meghalaya,Male,374
2030,October,Meghalaya,Female,375
2030,October,Manipur,Total,1183
2030,October,Manipur,Male,584
2030,October,Manipur,Female,599
2030,October,Maharashtra,Total,67345
2030,October,Maharashtra,Male,35389
2030,October,Maharashtra,Female,31956
2030,October,Madhya Pradesh,Total,27934
2030,October,Madhya Pradesh,Male,14564
2030,October,Madhya Pradesh,Female,13370
2030,October,Lakshadweep,Total,71
2030,October,Lakshadweep,Male,36
2030,October,Lakshadweep,Female,34
2030,October,Ladakh,Total,114
2030,October,Ladakh,Male,75
2030,October,Ladakh,Female,39
2030,October,Kerala,Total,32775
2030,October,Kerala,Male,15674
2030,October,Kerala,Female,17101
2030,October,Karnataka,Total,33900
2030,October,Karnataka,Male,17270
2030,October,Karnataka,Female,16631
2030,October,Jharkhand,Total,11817
2030,October,Jharkhand,Male,6187
2030,October,Jharkhand,Female,5630
2030,October,Jammu and Kashmir,Total,4656
2030,October,Jammu and Kashmir,Male,2521
2030,October,Jammu and Kashmir,Female,2135
2030,October,Himachal Pradesh,Total,808
2030,October,Himachal Pradesh,Male,436
2030,October,Himachal Pradesh,Female,372
2030,October,Haryana,Total,15255
2030,October,Haryana,Male,8144
2030,October,Haryana,Female,7110
2030,October,Gujarat,Total,40680
2030,October,Gujarat,Male,21638
2030,October,Gujarat,Female,19041
2030,October,Goa,Total,1360
2030,October,Goa,Male,695
2030,October,Goa,Female,665
2030,October,Delhi,Total,24381
2030,October,Delhi,Male,13052
2030,October,Delhi,Female,11329
2030,October,Daman and Diu,Total,1086
2030,October,Daman and Diu,Male,866
2030,October,Daman and Diu,Female,219
2030,October,Dadra and Nagar Haveli,Total,890
2030,October,Dadra and Nagar Haveli,Male,529
2030,October,Dadra and Nagar Haveli,Female,361
2030,October,Chhattisgarh,Total,9628
2030,October,Chhattisgarh,Male,4922
2030,October,Chhattisgarh,Female,4706
2030,October,Chandigarh,Total,1314
2030,October,Chandigarh,Male,721
2030,October,Chandigarh,Female,593
2030,October,Bihar,Total,18060
2030,October,Bihar,Male,9530
2030,October,Bihar,Female,8530
2030,October,Assam,Total,6278
2030,October,Assam,Male,3226
2030,October,Assam,Female,3052
2030,October,Arunachal Pradesh,Total,455
2030,October,Arunachal Pradesh,Male,241
2030,October,Arunachal Pradesh,Female,214
2030,October,Andhra Pradesh,Total,22299
2030,October,Andhra Pradesh,Male,11222
2030,October,Andhra Pradesh,Female,11076
2030,October,Andaman and Nicobar Islands,Total,199
2030,October,Andaman and Nicobar Islands,Male,106
2030,October,Andaman and Nicobar Islands,Female,93
2030,October,All India,Total,551627
2030,October,All India,Male,286004
2030,October,All India,Female,265623
2030,March,West Bengal,Total,40493
2030,March,West Bengal,Male,20830
2030,March,West Bengal,Female,19663
2030,March,Uttarakhand,Total,4864
2030,March,Uttarakhand,Male,2582
2030,March,Uttarakhand,Female,2282
2030,March,Uttar Pradesh,Total,62611
2030,March,Uttar Pradesh,Male,33058
2030,March,Uttar Pradesh,Female,29553
2030,March,Tripura,Total,2070
2030,March,Tripura,Male,1049
2030,March,Tripura,Female,1021
2030,March,Telangana,Total,20745
2030,March,Telangana,Male,10441
2030,March,Telangana,Female,10305
2030,March,Tamil Nadu,Total,44322
2030,March,Tamil Nadu,Male,22161
2030,March,Tamil Nadu,Female,22161
2030,March,Sikkim,Total,462
2030,March,Sikkim,Male,242
2030,March,Sikkim,Female,220
2030,March,Rajasthan,Total,23872
2030,March,Rajasthan,Male,12472
2030,March,Rajasthan,Female,11400
2030,March,Punjab,Total,14174
2030,March,Punjab,Male,7559
2030,March,Punjab,Female,6615
2030,March,Puducherry,Total,1365
2030,March,Puducherry,Male,668
2030,March,Puducherry,Female,697
2030,March,Odisha,Total,9668
2030,March,Odisha,Male,5004
2030,March,Odisha,Female,4664
2030,March,Nagaland,Total,1323
2030,March,Nagaland,Male,693
2030,March,Nagaland,Female,630
2030,March,Mizoram,Total,744
2030,March,Mizoram,Male,372
2030,March,Mizoram,Female,372
2030,March,Meghalaya,Total,745
2030,March,Meghalaya,Male,372
2030,March,Meghalaya,Female,373
2030,March,Manipur,Total,1172
2030,March,Manipur,Male,578
2030,March,Manipur,Female,594
2030,March,Maharashtra,Total,66889
2030,March,Maharashtra,Male,35149
2030,March,Maharashtra,Female,31740
2030,March,Madhya Pradesh,Total,27723
2030,March,Madhya Pradesh,Male,14454
2030,March,Madhya Pradesh,Female,13269
2030,March,Lakshadweep,Total,70
2030,March,Lakshadweep,Male,36
2030,March,Lakshadweep,Female,34
2030,March,Ladakh,Total,112
2030,March,Ladakh,Male,73
2030,March,Ladakh,Female,39
2030,March,Kerala,Total,32388
2030,March,Kerala,Male,15489
2030,March,Kerala,Female,16899
2030,March,Karnataka,Total,33605
2030,March,Karnataka,Male,17119
2030,March,Karnataka,Female,16486
2030,March,Jharkhand,Total,11703
2030,March,Jharkhand,Male,6127
2030,March,Jharkhand,Female,5576
2030,March,Jammu and Kashmir,Total,4616
2030,March,Jammu and Kashmir,Male,2499
2030,March,Jammu and Kashmir,Female,2117
2030,March,Himachal Pradesh,Total,805
2030,March,Himachal Pradesh,Male,434
2030,March,Himachal Pradesh,Female,371
2030,March,Haryana,Total,15055
2030,March,Haryana,Male,8038
2030,March,Haryana,Female,7017
2030,March,Gujarat,Total,40228
2030,March,Gujarat,Male,21398
2030,March,Gujarat,Female,18830
2030,March,Goa,Total,1348
2030,March,Goa,Male,689
2030,March,Goa,Female,659
2030,March,Delhi,Total,24144
2030,March,Delhi,Male,12925
2030,March,Delhi,Female,11219
2030,March,Daman and Diu,Total,1035
2030,March,Daman and Diu,Male,822
2030,March,Daman and Diu,Female,213
2030,March,Dadra and Nagar Haveli,Total,854
2030,March,Dadra and Nagar Haveli,Male,508
2030,March,Dadra and Nagar Haveli,Female,346
2030,March,Chhattisgarh,Total,9515
2030,March,Chhattisgarh,Male,4865
2030,March,Chhattisgarh,Female,4650
2030,March,Chandigarh,Total,1308
2030,March,Chandigarh,Male,718
2030,March,Chandigarh,Female,590
2030,March,Bihar,Total,17865
2030,March,Bihar,Male,9427
2030,March,Bihar,Female,8438
2030,March,Assam,Total,6222
2030,March,Assam,Male,3197
2030,March,Assam,Female,3025
2030,March,Arunachal Pradesh,Total,451
2030,March,Arunachal Pradesh,Male,239
2030,March,Arunachal Pradesh,Female,212
2030,March,Andhra Pradesh,Total,22074
2030,March,Andhra Pradesh,Male,11109
2030,March,Andhra Pradesh,Female,10965
2030,March,Andaman and Nicobar Islands,Total,197
2030,March,Andaman and Nicobar Islands,Male,105
2030,March,Andaman and Nicobar Islands,Female,92
2030,March,All India,Total,546838
2030,March,All India,Male,283501
2030,March,All India,Female,263337
2030,July,West Bengal,Total,40685
2030,July,West Bengal,Male,20928
2030,July,West Bengal,Female,19756
2030,July,Uttarakhand,Total,4898
2030,July,Uttarakhand,Male,2600
2030,July,Uttarakhand,Female,2298
2030,July,Uttar Pradesh,Total,62884
2030,July,Uttar Pradesh,Male,33202
2030,July,Uttar Pradesh,Female,29682
2030,July,Tripura,Total,2092
2030,July,Tripura,Male,1060
2030,July,Tripura,Female,1032
2030,July,Telangana,Total,20745
2030,July,Telangana,Male,10441
2030,July,Telangana,Female,10305
2030,July,Tamil Nadu,Total,44462
2030,July,Tamil Nadu,Male,22231
2030,July,Tamil Nadu,Female,22231
2030,July,Sikkim,Total,468
2030,July,Sikkim,Male,245
2030,July,Sikkim,Female,223
2030,July,Rajasthan,Total,23979
2030,July,Rajasthan,Male,12528
2030,July,Rajasthan,Female,11451
2030,July,Punjab,Total,14236
2030,July,Punjab,Male,7593
2030,July,Punjab,Female,6643
2030,July,Puducherry,Total,1376
2030,July,Puducherry,Male,674
2030,July,Puducherry,Female,702
2030,July,Odisha,Total,9714
2030,July,Odisha,Male,5028
2030,July,Odisha,Female,4686
2030,July,Nagaland,Total,1338
2030,July,Nagaland,Male,701
2030,July,Nagaland,Female,637
2030,July,Mizoram,Total,747
2030,July,Mizoram,Male,374
2030,July,Mizoram,Female,373
2030,July,Meghalaya,Total,747
2030,July,Meghalaya,Male,373
2030,July,Meghalaya,Female,374
2030,July,Manipur,Total,1178
2030,July,Manipur,Male,581
2030,July,Manipur,Female,597
2030,July,Maharashtra,Total,67150
2030,July,Maharashtra,Male,35286
2030,July,Maharashtra,Female,31863
2030,July,Madhya Pradesh,Total,27844
2030,July,Madhya Pradesh,Male,14517
2030,July,Madhya Pradesh,Female,13327
2030,July,Lakshadweep,Total,70
2030,July,Lakshadweep,Male,36
2030,July,Lakshadweep,Female,34
2030,July,Ladakh,Total,113
2030,July,Ladakh,Male,74
2030,July,Ladakh,Female,39
2030,July,Kerala,Total,32609
2030,July,Kerala,Male,15595
2030,July,Kerala,Female,17014
2030,July,Karnataka,Total,33774
2030,July,Karnataka,Male,17205
2030,July,Karnataka,Female,16569
2030,July,Jharkhand,Total,11768
2030,July,Jharkhand,Male,6161
2030,July,Jharkhand,Female,5607
2030,July,Jammu and Kashmir,Total,4639
2030,July,Jammu and Kashmir,Male,2511
2030,July,Jammu and Kashmir,Female,2127
2030,July,Himachal Pradesh,Total,807
2030,July,Himachal Pradesh,Male,435
2030,July,Himachal Pradesh,Female,371
2030,July,Haryana,Total,15169
2030,July,Haryana,Male,8099
2030,July,Haryana,Female,7070
2030,July,Gujarat,Total,40486
2030,July,Gujarat,Male,21535
2030,July,Gujarat,Female,18951
2030,July,Goa,Total,1355
2030,July,Goa,Male,693
2030,July,Goa,Female,662
2030,July,Delhi,Total,24280
2030,July,Delhi,Male,12998
2030,July,Delhi,Female,11282
2030,July,Daman and Diu,Total,1064
2030,July,Daman and Diu,Male,847
2030,July,Daman and Diu,Female,217
2030,July,Dadra and Nagar Haveli,Total,875
2030,July,Dadra and Nagar Haveli,Male,520
2030,July,Dadra and Nagar Haveli,Female,355
2030,July,Chhattisgarh,Total,9579
2030,July,Chhattisgarh,Male,4897
2030,July,Chhattisgarh,Female,4682
2030,July,Chandigarh,Total,1311
2030,July,Chandigarh,Male,720
2030,July,Chandigarh,Female,592
2030,July,Bihar,Total,17976
2030,July,Bihar,Male,9486
2030,July,Bihar,Female,8490
2030,July,Assam,Total,6254
2030,July,Assam,Male,3214
2030,July,Assam,Female,3040
2030,July,Arunachal Pradesh,Total,453
2030,July,Arunachal Pradesh,Male,240
2030,July,Arunachal Pradesh,Female,213
2030,July,Andhra Pradesh,Total,22202
2030,July,Andhra Pradesh,Male,11174
2030,July,Andhra Pradesh,Female,11029
2030,July,Andaman and Nicobar Islands,Total,198
2030,July,Andaman and Nicobar Islands,Male,106
2030,July,Andaman and Nicobar Islands,Female,92
2030,July,All India,Total,549524
2030,July,All India,Male,284908
2030,July,All India,Female,264616
2029,October,West Bengal,Total,40256
2029,October,West Bengal,Male,20708
2029,October,West Bengal,Female,19548
2029,October,Uttarakhand,Total,4823
2029,October,Uttarakhand,Male,2560
2029,October,Uttarakhand,Female,2263
2029,October,Uttar Pradesh,Total,62272
2029,October,Uttar Pradesh,Male,32879
2029,October,Uttar Pradesh,Female,29394
2029,October,Tripura,Total,2043
2029,October,Tripura,Male,1035
2029,October,Tripura,Female,1007
2029,October,Telangana,Total,20480
2029,October,Telangana,Male,10307
2029,October,Telangana,Female,10173
2029,October,Tamil Nadu,Total,44148
2029,October,Tamil Nadu,Male,22074
2029,October,Tamil Nadu,Female,22074
2029,October,Sikkim,Total,455
2029,October,Sikkim,Male,238
2029,October,Sikkim,Female,217
2029,October,Rajasthan,Total,23740
2029,October,Rajasthan,Male,12403
2029,October,Rajasthan,Female,11337
2029,October,Punjab,Total,14097
2029,October,Punjab,Male,7518
2029,October,Punjab,Female,6578
2029,October,Puducherry,Total,1352
2029,October,Puducherry,Male,662
2029,October,Puducherry,Female,690
2029,October,Odisha,Total,9612
2029,October,Odisha,Male,4975
2029,October,Odisha,Female,4637
2029,October,Nagaland,Total,1305
2029,October,Nagaland,Male,684
2029,October,Nagaland,Female,621
2029,October,Mizoram,Total,740
2029,October,Mizoram,Male,370
2029,October,Mizoram,Female,370
