year,month,state,gender,value
2022,March,Haryana,Female,5774
2022,March,Gujarat,Total,34077
2022,March,Gujarat,Male,18126
2022,March,Gujarat,Female,15951
2022,March,Goa,Total,1171
2022,March,Goa,Male,599
2022,March,Goa,Female,572
2022,March,Delhi,Total,20853
2022,March,Delhi,Male,11163
2022,March,Delhi,Female,9690
2022,March,Daman and Diu,Total,489
2022,March,Daman and Diu,Male,350
2022,March,Daman and Diu,Female,139
2022,March,Dadra and Nagar Haveli,Total,448
2022,March,Dadra and Nagar Haveli,Male,266
2022,March,Dadra and Nagar Haveli,Female,182
2022,March,Chhattisgarh,Total,7996
2022,March,Chhattisgarh,Male,4088
2022,March,Chhattisgarh,Female,3908
2022,March,Chandigarh,Total,1218
2022,March,Chandigarh,Male,668
2022,March,Chandigarh,Female,550
2022,March,Bihar,Total,15240
2022,March,Bihar,Male,8042
2022,March,Bihar,Female,7198
2022,March,Assam,Total,5462
2022,March,Assam,Male,2807
2022,March,Assam,Female,2655
2022,March,Arunachal Pradesh,Total,393
2022,March,Arunachal Pradesh,Male,208
2022,March,Arunachal Pradesh,Female,185
2022,March,Andhra Pradesh,Total,19000
2022,March,Andhra Pradesh,Male,9562
2022,March,Andhra Pradesh,Female,9438
2022,March,Andaman and Nicobar Islands,Total,175
2022,March,Andaman and Nicobar Islands,Male,93
2022,March,Andaman and Nicobar Islands,Female,82
2022,March,All India,Total,478076
2022,March,All India,Male,247736
2022,March,All India,Female,230340
2022,July,West Bengal,Total,36057
2022,July,West Bengal,Male,18548
2022,July,West Bengal,Female,17509
2022,July,Uttarakhand,Total,4112
2022,July,Uttarakhand,Male,2183
2022,July,Uttarakhand,Female,1930
2022,July,Uttar Pradesh,Total,56021
2022,July,Uttar Pradesh,Male,29578
2022,July,Uttar Pradesh,Female,26443
2022,July,Tripura,Total,1585
2022,July,Tripura,Male,803
2022,July,Tripura,Female,782
2022,July,Telangana,Total,17877
2022,July,Telangana,Male,8997
2022,July,Telangana,Female,8880
2022,July,Tamil Nadu,Total,40950
2022,July,Tamil Nadu,Male,20475
2022,July,Tamil Nadu,Female,20475
2022,July,Sikkim,Total,327
2022,July,Sikkim,Male,171
2022,July,Sikkim,Female,156
2022,July,Rajasthan,Total,21333
2022,July,Rajasthan,Male,11146
2022,July,Rajasthan,Female,10187
2022,July,Punjab,Total,12724
2022,July,Punjab,Male,6786
2022,July,Punjab,Female,5938
2022,July,Puducherry,Total,1136
2022,July,Puducherry,Male,556
2022,July,Puducherry,Female,580
2022,July,Odisha,Total,8622
2022,July,Odisha,Male,4463
2022,July,Odisha,Female,4159
2022,July,Nagaland,Total,996
2022,July,Nagaland,Male,522
2022,July,Nagaland,Female,474
2022,July,Mizoram,Total,675
2022,July,Mizoram,Male,338
2022,July,Mizoram,Female,337
2022,July,Meghalaya,Total,686
2022,July,Meghalaya,Male,343
2022,July,Meghalaya,Female,343
2022,July,Manipur,Total,1033
2022,July,Manipur,Male,510
2022,July,Manipur,Female,523
2022,July,Maharashtra,Total,60791
2022,July,Maharashtra,Male,31945
2022,July,Maharashtra,Female,28846
2022,July,Madhya Pradesh,Total,24840
2022,July,Madhya Pradesh,Male,12951
2022,July,Madhya Pradesh,Female,11889
2022,July,Lakshadweep,Total,67
2022,July,Lakshadweep,Male,35
2022,July,Lakshadweep,Female,33
2022,July,Ladakh,Total,91
2022,July,Ladakh,Male,60
2022,July,Ladakh,Female,31
2022,July,Kerala,Total,26368
2022,July,Kerala,Male,12610
2022,July,Kerala,Female,13758
2022,July,Karnataka,Total,29720
2022,July,Karnataka,Male,15140
2022,July,Karnataka,Female,14580
2022,July,Jharkhand,Total,10199
2022,July,Jharkhand,Male,5340
2022,July,Jharkhand,Female,4859
2022,July,Jammu and Kashmir,Total,4111
2022,July,Jammu and Kashmir,Male,2226
2022,July,Jammu and Kashmir,Female,1885
2022,July,Himachal Pradesh,Total,766
2022,July,Himachal Pradesh,Male,413
2022,July,Himachal Pradesh,Female,353
2022,July,Haryana,Total,12498
2022,July,Haryana,Male,6673
2022,July,Haryana,Female,5825
2022,July,Gujarat,Total,34333
2022,July,Gujarat,Male,18262
2022,July,Gujarat,Female,16071
2022,July,Goa,Total,1179
2022,July,Goa,Male,603
2022,July,Goa,Female,576
2022,July,Delhi,Total,20991
2022,July,Delhi,Male,11237
2022,July,Delhi,Female,9754
2022,July,Daman and Diu,Total,505
2022,July,Daman and Diu,Male,364
2022,July,Daman and Diu,Female,142
2022,July,Dadra and Nagar Haveli,Total,461
2022,July,Dadra and Nagar Haveli,Male,274
2022,July,Dadra and Nagar Haveli,Female,187
2022,July,Chhattisgarh,Total,8059
2022,July,Chhattisgarh,Male,4120
2022,July,Chhattisgarh,Female,3939
2022,July,Chandigarh,Total,1222
2022,July,Chandigarh,Male,671
2022,July,Chandigarh,Female,551
2022,July,Bihar,Total,15348
2022,July,Bihar,Male,8099
2022,July,Bihar,Female,7249
2022,July,Assam,Total,5494
2022,July,Assam,Male,2823
2022,July,Assam,Female,2671
2022,July,Arunachal Pradesh,Total,395
2022,July,Arunachal Pradesh,Male,209
2022,July,Arunachal Pradesh,Female,186
2022,July,Andhra Pradesh,Total,19129
2022,July,Andhra Pradesh,Male,9627
2022,July,Andhra Pradesh,Female,9502
2022,July,Andaman and Nicobar Islands,Total,176
2022,July,Andaman and Nicobar Islands,Male,94
2022,July,Andaman and Nicobar Islands,Female,82
2022,July,All India,Total,480880
2022,July,All India,Male,249195
2022,July,All India,Female,231685
2021,October,West Bengal,Total,35619
2021,October,West Bengal,Male,18322
2021,October,West Bengal,Female,17296
2021,October,Uttarakhand,Total,4040
2021,October,Uttarakhand,Male,2145
2021,October,Uttarakhand,Female,1896
2021,October,Uttar Pradesh,Total,55342
2021,October,Uttar Pradesh,Male,29220
2021,October,Uttar Pradesh,Female,26122
2021,October,Tripura,Total,1540
2021,October,Tripura,Male,781
2021,October,Tripura,Female,759
2021,October,Telangana,Total,17605
2021,October,Telangana,Male,8860
2021,October,Telangana,Female,8745
2021,October,Tamil Nadu,Total,40603
2021,October,Tamil Nadu,Male,20301
2021,October,Tamil Nadu,Female,20301
2021,October,Sikkim,Total,314
2021,October,Sikkim,Male,164
2021,October,Sikkim,Female,150
2021,October,Rajasthan,Total,21075
2021,October,Rajasthan,Male,11011
2021,October,Rajasthan,Female,10064
2021,October,Punjab,Total,12580
2021,October,Punjab,Male,6710
2021,October,Punjab,Female,5871
2021,October,Puducherry,Total,1115
2021,October,Puducherry,Male,546
2021,October,Puducherry,Female,569
2021,October,Odisha,Total,8519
2021,October,Odisha,Male,4409
2021,October,Odisha,Female,4110
2021,October,Nagaland,Total,965
2021,October,Nagaland,Male,506
2021,October,Nagaland,Female,459
2021,October,Mizoram,Total,668
2021,October,Mizoram,Male,334
2021,October,Mizoram,Female,334
2021,October,Meghalaya,Total,681
2021,October,Meghalaya,Male,340
2021,October,Meghalaya,Female,341
2021,October,Manipur,Total,1020
2021,October,Manipur,Male,503
2021,October,Manipur,Female,516
2021,October,Maharashtra,Total,60183
2021,October,Maharashtra,Male,31625
2021,October,Maharashtra,Female,28557
2021,October,Madhya Pradesh,Total,24546
2021,October,Madhya Pradesh,Male,12798
2021,October,Madhya Pradesh,Female,11748
2021,October,Lakshadweep,Total,67
2021,October,Lakshadweep,Male,34
2021,October,Lakshadweep,Female,32
2021,October,Ladakh,Total,89
2021,October,Ladakh,Male,58
2021,October,Ladakh,Female,31
2021,October,Kerala,Total,25713
2021,October,Kerala,Male,12297
2021,October,Kerala,Female,13416
2021,October,Karnataka,Total,29339
2021,October,Karnataka,Male,14946
2021,October,Karnataka,Female,14393
2021,October,Jharkhand,Total,10052
2021,October,Jharkhand,Male,5263
2021,October,Jharkhand,Female,4789
2021,October,Jammu and Kashmir,Total,4063
2021,October,Jammu and Kashmir,Male,2200
2021,October,Jammu and Kashmir,Female,1863
2021,October,Himachal Pradesh,Total,762
2021,October,Himachal Pradesh,Male,411
2021,October,Himachal Pradesh,Female,351
2021,October,Haryana,Total,12253
2021,October,Haryana,Male,6542
2021,October,Haryana,Female,5711
2021,October,Gujarat,Total,33760
2021,October,Gujarat,Male,17957
2021,October,Gujarat,Female,15802
2021,October,Goa,Total,1161
2021,October,Goa,Male,594
2021,October,Goa,Female,568
2021,October,Delhi,Total,20680
2021,October,Delhi,Male,11071
2021,October,Delhi,Female,9609
2021,October,Daman and Diu,Total,469
2021,October,Daman and Diu,Male,333
2021,October,Daman and Diu,Female,136
2021,October,Dadra and Nagar Haveli,Total,431
2021,October,Dadra and Nagar Haveli,Male,256
2021,October,Dadra and Nagar Haveli,Female,175
2021,October,Chhattisgarh,Total,7919
2021,October,Chhattisgarh,Male,4048
2021,October,Chhattisgarh,Female,3870
2021,October,Chandigarh,Total,1212
2021,October,Chandigarh,Male,665
2021,October,Chandigarh,Female,547
2021,October,Bihar,Total,15105
2021,October,Bihar,Male,7971
2021,October,Bihar,Female,7134
2021,October,Assam,Total,5423
2021,October,Assam,Male,2787
2021,October,Assam,Female,2636
2021,October,Arunachal Pradesh,Total,390
2021,October,Arunachal Pradesh,Male,206
2021,October,Arunachal Pradesh,Female,184
2021,October,Andhra Pradesh,Total,18841
2021,October,Andhra Pradesh,Male,9482
2021,October,Andhra Pradesh,Female,9359
2021,October,Andaman and Nicobar Islands,Total,174
2021,October,Andaman and Nicobar Islands,Male,93
2021,October,Andaman and Nicobar Islands,Female,81
2021,October,All India,Total,474314
2021,October,All India,Male,245789
2021,October,All India,Female,228525
2021,March,West Bengal,Total,35280
2021,March,West Bengal,Male,18148
2021,March,West Bengal,Female,17132
2021,March,Uttarakhand,Total,3985
2021,March,Uttarakhand,Male,2115
2021,March,Uttarakhand,Female,1870
2021,March,Uttar Pradesh,Total,54815
2021,March,Uttar Pradesh,Male,28941
2021,March,Uttar Pradesh,Female,25874
2021,March,Tripura,Total,1505
2021,March,Tripura,Male,763
2021,March,Tripura,Female,742
2021,March,Telangana,Total,17514
2021,March,Telangana,Male,8814
2021,March,Telangana,Female,8700
2021,March,Tamil Nadu,Total,40334
2021,March,Tamil Nadu,Male,20167
2021,March,Tamil Nadu,Female,20167
2021,March,Sikkim,Total,304
2021,March,Sikkim,Male,159
2021,March,Sikkim,Female,145
2021,March,Rajasthan,Total,20874
2021,March,Rajasthan,Male,10906
2021,March,Rajasthan,Female,9968
2021,March,Punjab,Total,12469
2021,March,Punjab,Male,6650
2021,March,Punjab,Female,5819
2021,March,Puducherry,Total,1098
2021,March,Puducherry,Male,538
2021,March,Puducherry,Female,560
2021,March,Odisha,Total,8439
2021,March,Odisha,Male,4368
2021,March,Odisha,Female,4071
2021,March,Nagaland,Total,941
2021,March,Nagaland,Male,493
2021,March,Nagaland,Female,448
2021,March,Mizoram,Total,663
2021,March,Mizoram,Male,332
2021,March,Mizoram,Female,331
2021,March,Meghalaya,Total,676
2021,March,Meghalaya,Male,338
2021,March,Meghalaya,Female,338
2021,March,Manipur,Total,1009
2021,March,Manipur,Male,498
2021,March,Manipur,Female,511
2021,March,Maharashtra,Total,59710
2021,March,Maharashtra,Male,31377
2021,March,Maharashtra,Female,28333
2021,March,Madhya Pradesh,Total,24318
2021,March,Madhya Pradesh,Male,12679
2021,March,Madhya Pradesh,Female,11639
2021,March,Lakshadweep,Total,66
2021,March,Lakshadweep,Male,34
2021,March,Lakshadweep,Female,32
2021,March,Ladakh,Total,88
2021,March,Ladakh,Male,58
2021,March,Ladakh,Female,30
2021,March,Kerala,Total,25200
2021,March,Kerala,Male,12052
2021,March,Kerala,Female,13148
2021,March,Karnataka,Total,29044
2021,March,Karnataka,Male,14796
2021,March,Karnataka,Female,14248
2021,March,Jharkhand,Total,9938
2021,March,Jharkhand,Male,5203
2021,March,Jharkhand,Female,4735
2021,March,Jammu and Kashmir,Total,4026
2021,March,Jammu and Kashmir,Male,2180
2021,March,Jammu and Kashmir,Female,1846
2021,March,Himachal Pradesh,Total,759
2021,March,Himachal Pradesh,Male,410
2021,March,Himachal Pradesh,Female,349
2021,March,Haryana,Total,12064
2021,March,Haryana,Male,6441
2021,March,Haryana,Female,5623
2021,March,Gujarat,Total,33315
2021,March,Gujarat,Male,17721
2021,March,Gujarat,Female,15594
2021,March,Goa,Total,1148
2021,March,Goa,Male,587
2021,March,Goa,Female,561
2021,March,Delhi,Total,20438
2021,March,Delhi,Male,10941
2021,March,Delhi,Female,9497
2021,March,Daman and Diu,Total,441
2021,March,Daman and Diu,Male,310
2021,March,Daman and Diu,Female,131
2021,March,Dadra and Nagar Haveli,Total,408
2021,March,Dadra and Nagar Haveli,Male,243
2021,March,Dadra and Nagar Haveli,Female,165
2021,March,Chhattisgarh,Total,7810
2021,March,Chhattisgarh,Male,3993
2021,March,Chhattisgarh,Female,3817
2021,March,Chandigarh,Total,1204
2021,March,Chandigarh,Male,661
2021,March,Chandigarh,Female,543
2021,March,Bihar,Total,14917
2021,March,Bihar,Male,7872
2021,March,Bihar,Female,7045
2021,March,Assam,Total,5368
2021,March,Assam,Male,2758
2021,March,Assam,Female,2610
2021,March,Arunachal Pradesh,Total,386
2021,March,Arunachal Pradesh,Male,204
2021,March,Arunachal Pradesh,Female,182
2021,March,Andhra Pradesh,Total,18618
2021,March,Andhra Pradesh,Male,9370
2021,March,Andhra Pradesh,Female,9248
2021,March,Andaman and Nicobar Islands,Total,172
2021,March,Andaman and Nicobar Islands,Male,92
2021,March,Andaman and Nicobar Islands,Female,80
2021,March,All India,Total,469344
2021,March,All India,Male,243212
2021,March,All India,Female,226132
2021,July,West Bengal,Total,35474
2021,July,West Bengal,Male,18248
2021,July,West Bengal,Female,17226
2021,July,Uttarakhand,Total,4017
2021,July,Uttarakhand,Male,2132
2021,July,Uttarakhand,Female,1885
2021,July,Uttar Pradesh,Total,55116
2021,July,Uttar Pradesh,Male,29100
2021,July,Uttar Pradesh,Female,26016
2021,July,Tripura,Total,1525
2021,July,Tripura,Male,773
2021,July,Tripura,Female,752
2021,July,Telangana,Total,17514
2021,July,Telangana,Male,8814
2021,July,Telangana,Female,8700
2021,July,Tamil Nadu,Total,40488
2021,July,Tamil Nadu,Male,20244
2021,July,Tamil Nadu,Female,20244
2021,July,Sikkim,Total,310
2021,July,Sikkim,Male,162
2021,July,Sikkim,Female,148
2021,July,Rajasthan,Total,20989
2021,July,Rajasthan,Male,10966
2021,July,Rajasthan,Female,10023
2021,July,Punjab,Total,12533
2021,July,Punjab,Male,6684
2021,July,Punjab,Female,5849
2021,July,Puducherry,Total,1108
2021,July,Puducherry,Male,542
2021,July,Puducherry,Female,565
2021,July,Odisha,Total,8485
2021,July,Odisha,Male,4392
2021,July,Odisha,Female,4093
2021,July,Nagaland,Total,955
2021,July,Nagaland,Male,500
2021,July,Nagaland,Female,454
2021,July,Mizoram,Total,666
2021,July,Mizoram,Male,333
2021,July,Mizoram,Female,333
2021,July,Meghalaya,Total,679
2021,July,Meghalaya,Male,339
2021,July,Meghalaya,Female,340
2021,July,Manipur,Total,1015
2021,July,Manipur,Male,501
2021,July,Manipur,Female,514
2021,July,Maharashtra,Total,59980
2021,July,Maharashtra,Male,31519
2021,July,Maharashtra,Female,28461
2021,July,Madhya Pradesh,Total,24448
2021,July,Madhya Pradesh,Male,12747
2021,July,Madhya Pradesh,Female,11702
2021,July,Lakshadweep,Total,66
2021,July,Lakshadweep,Male,34
2021,July,Lakshadweep,Female,32
2021,July,Ladakh,Total,89
2021,July,Ladakh,Male,58
2021,July,Ladakh,Female,31
2021,July,Kerala,Total,25493
2021,July,Kerala,Male,12192
2021,July,Kerala,Female,13301
2021,July,Karnataka,Total,29213
2021,July,Karnataka,Male,14882
2021,July,Karnataka,Female,14331
2021,July,Jharkhand,Total,10003
2021,July,Jharkhand,Male,5237
2021,July,Jharkhand,Female,4766
2021,July,Jammu and Kashmir,Total,4047
2021,July,Jammu and Kashmir,Male,2191
2021,July,Jammu and Kashmir,Female,1856
2021,July,Himachal Pradesh,Total,761
2021,July,Himachal Pradesh,Male,411
2021,July,Himachal Pradesh,Female,350
2021,July,Haryana,Total,12172
2021,July,Haryana,Male,6499
2021,July,Haryana,Female,5673
2021,July,Gujarat,Total,33569
2021,July,Gujarat,Male,17856
2021,July,Gujarat,Female,15713
2021,July,Goa,Total,1156
2021,July,Goa,Male,591
2021,July,Goa,Female,565
2021,July,Delhi,Total,20576
2021,July,Delhi,Male,11015
2021,July,Delhi,Female,9561
2021,July,Daman and Diu,Total,457
2021,July,Daman and Diu,Male,323
2021,July,Daman and Diu,Female,134
2021,July,Dadra and Nagar Haveli,Total,421
2021,July,Dadra and Nagar Haveli,Male,250
2021,July,Dadra and Nagar Haveli,Female,171
2021,July,Chhattisgarh,Total,7872
2021,July,Chhattisgarh,Male,4025
2021,July,Chhattisgarh,Female,3847
2021,July,Chandigarh,Total,1209
2021,July,Chandigarh,Male,663
2021,July,Chandigarh,Female,545
2021,July,Bihar,Total,15025
2021,July,Bihar,Male,7929
2021,July,Bihar,Female,7096
2021,July,Assam,Total,5399
2021,July,Assam,Male,2775
2021,July,Assam,Female,2625
2021,July,Arunachal Pradesh,Total,388
2021,July,Arunachal Pradesh,Male,205
2021,July,Arunachal Pradesh,Female,183
2021,July,Andhra Pradesh,Total,18745
2021,July,Andhra Pradesh,Male,9434
2021,July,Andhra Pradesh,Female,9311
2021,July,Andaman and Nicobar Islands,Total,173
2021,July,Andaman and Nicobar Islands,Male,92
2021,July,Andaman and Nicobar Islands,Female,81
2021,July,All India,Total,472135
2021,July,All India,Male,244658
2021,July,All India,Female,227477
2020,October,West Bengal,Total,35020
2020,October,West Bengal,Male,18015
2020,October,West Bengal,Female,17006
2020,October,Uttarakhand,Total,3944
2020,October,Uttarakhand,Male,2094
2020,October,Uttarakhand,Female,1851
2020,October,Uttar Pradesh,Total,54385
2020,October,Uttar Pradesh,Male,28714
2020,October,Uttar Pradesh,Female,25671
2020,October,Tripura,Total,1480
2020,October,Tripura,Male,750
2020,October,Tripura,Female,730
2020,October,Telangana,Total,17232
2020,October,Telangana,Male,8672
2020,October,Telangana,Female,8560
2020,October,Tamil Nadu,Total,40116
2020,October,Tamil Nadu,Male,20058
2020,October,Tamil Nadu,Female,20058
2020,October,Sikkim,Total,297
2020,October,Sikkim,Male,155
2020,October,Sikkim,Female,142
2020,October,Rajasthan,Total,20717
2020,October,Rajasthan,Male,10824
2020,October,Rajasthan,Female,9893
2020,October,Punjab,Total,12383
2020,October,Punjab,Male,6604
2020,October,Punjab,Female,5779
2020,October,Puducherry,Total,1088
2020,October,Puducherry,Male,533
2020,October,Puducherry,Female,555
2020,October,Odisha,Total,8378
2020,October,Odisha,Male,4337
2020,October,Odisha,Female,4042
2020,October,Nagaland,Total,924
2020,October,Nagaland,Male,484
2020,October,Nagaland,Female,440
2020,October,Mizoram,Total,659
2020,October,Mizoram,Male,330
2020,October,Mizoram,Female,329
2020,October,Meghalaya,Total,673
2020,October,Meghalaya,Male,336
2020,October,Meghalaya,Female,337
2020,October,Manipur,Total,1002
2020,October,Manipur,Male,494
2020,October,Manipur,Female,507
2020,October,Maharashtra,Total,59342
2020,October,Maharashtra,Male,31183
2020,October,Maharashtra,Female,28158
2020,October,Madhya Pradesh,Total,24143
2020,October,Madhya Pradesh,Male,12587
2020,October,Madhya Pradesh,Female,11555
2020,October,Lakshadweep,Total,66
2020,October,Lakshadweep,Male,34
2020,October,Lakshadweep,Female,32
2020,October,Ladakh,Total,87
2020,October,Ladakh,Male,57
2020,October,Ladakh,Female,30
2020,October,Kerala,Total,24820
2020,October,Kerala,Male,11870
2020,October,Kerala,Female,12950
2020,October,Karnataka,Total,28817
2020,October,Karnataka,Male,14680
2020,October,Karnataka,Female,14137
2020,October,Jharkhand,Total,9853
2020,October,Jharkhand,Male,5159
2020,October,Jharkhand,Female,4694
2020,October,Jammu and Kashmir,Total,3999
2020,October,Jammu and Kashmir,Male,2165
2020,October,Jammu and Kashmir,Female,1834
2020,October,Himachal Pradesh,Total,756
2020,October,Himachal Pradesh,Male,408
2020,October,Himachal Pradesh,Female,348
2020,October,Haryana,Total,11923
2020,October,Haryana,Male,6366
2020,October,Haryana,Female,5557
2020,October,Gujarat,Total,32988
2020,October,Gujarat,Male,17547
2020,October,Gujarat,Female,15441
2020,October,Goa,Total,1138
2020,October,Goa,Male,582
2020,October,Goa,Female,556
2020,October,Delhi,Total,20271
2020,October,Delhi,Male,10852
2020,October,Delhi,Female,9419
2020,October,Daman and Diu,Total,428
2020,October,Daman and Diu,Male,300
2020,October,Daman and Diu,Female,129
2020,October,Dadra and Nagar Haveli,Total,396
2020,October,Dadra and Nagar Haveli,Male,235
2020,October,Dadra and Nagar Haveli,Female,160
2020,October,Chhattisgarh,Total,7729
2020,October,Chhattisgarh,Male,3951
2020,October,Chhattisgarh,Female,3777
2020,October,Chandigarh,Total,1198
2020,October,Chandigarh,Male,657
2020,October,Chandigarh,Female,540
2020,October,Bihar,Total,14787
2020,October,Bihar,Male,7803
2020,October,Bihar,Female,6984
2020,October,Assam,Total,5326
2020,October,Assam,Male,2737
2020,October,Assam,Female,2589
2020,October,Arunachal Pradesh,Total,383
2020,October,Arunachal Pradesh,Male,203
2020,October,Arunachal Pradesh,Female,180
2020,October,Andhra Pradesh,Total,18446
2020,October,Andhra Pradesh,Male,9284
2020,October,Andhra Pradesh,Female,9163
2020,October,Andaman and Nicobar Islands,Total,171
2020,October,Andaman and Nicobar Islands,Male,91
2020,October,Andaman and Nicobar Islands,Female,80
2020,October,All India,Total,465363
2020,October,All India,Male,241151
2020,October,All India,Female,224213
2020,March,West Bengal,Total,34657
2020,March,West Bengal,Male,17828
2020,March,West Bengal,Female,16829
2020,March,Uttarakhand,Total,3887
2020,March,Uttarakhand,Male,2063
2020,March,Uttarakhand,Female,1824
2020,March,Uttar Pradesh,Total,53783
2020,March,Uttar Pradesh,Male,28397
2020,March,Uttar Pradesh,Female,25386
2020,March,Tripura,Total,1446
2020,March,Tripura,Male,733
2020,March,Tripura,Female,713
2020,March,Telangana,Total,17135
2020,March,Telangana,Male,8623
2020,March,Telangana,Female,8511
2020,March,Tamil Nadu,Total,39811
2020,March,Tamil Nadu,Male,19906
2020,March,Tamil Nadu,Female,19906
2020,March,Sikkim,Total,287
2020,March,Sikkim,Male,150
2020,March,Sikkim,Female,137
2020,March,Rajasthan,Total,20497
2020,March,Rajasthan,Male,10709
2020,March,Rajasthan,Female,9788
2020,March,Punjab,Total,12262
2020,March,Punjab,Male,6540
2020,March,Punjab,Female,5722
2020,March,Puducherry,Total,1073
2020,March,Puducherry,Male,525
2020,March,Puducherry,Female,548
2020,March,Odisha,Total,8293
2020,March,Odisha,Male,4292
2020,March,Odisha,Female,4001
2020,March,Nagaland,Total,901
2020,March,Nagaland,Male,472
2020,March,Nagaland,Female,429
2020,March,Mizoram,Total,654
2020,March,Mizoram,Male,327
2020,March,Mizoram,Female,327
2020,March,Meghalaya,Total,668
2020,March,Meghalaya,Male,334
2020,March,Meghalaya,Female,334
2020,March,Manipur,Total,991
2020,March,Manipur,Male,489
2020,March,Manipur,Female,502
2020,March,Maharashtra,Total,58826
2020,March,Maharashtra,Male,30912
2020,March,Maharashtra,Female,27914
2020,March,Madhya Pradesh,Total,23897
2020,March,Madhya Pradesh,Male,12459
2020,March,Madhya Pradesh,Female,11438
2020,March,Lakshadweep,Total,65
2020,March,Lakshadweep,Male,33
2020,March,Lakshadweep,Female,32
2020,March,Ladakh,Total,85
2020,March,Ladakh,Male,56
2020,March,Ladakh,Female,29
2020,March,Kerala,Total,24287
2020,March,Kerala,Male,11615
2020,March,Kerala,Female,12672
2020,March,Karnataka,Total,28500
2020,March,Karnataka,Male,14519
2020,March,Karnataka,Female,13981
2020,March,Jharkhand,Total,9734
2020,March,Jharkhand,Male,5096
2020,March,Jharkhand,Female,4638
2020,March,Jammu and Kashmir,Total,3961
2020,March,Jammu and Kashmir,Male,2145
2020,March,Jammu and Kashmir,Female,1816
2020,March,Himachal Pradesh,Total,752
2020,March,Himachal Pradesh,Male,406
2020,March,Himachal Pradesh,Female,346
2020,March,Haryana,Total,11726
2020,March,Haryana,Male,6261
2020,March,Haryana,Female,5465
2020,March,Gujarat,Total,32529
2020,March,Gujarat,Male,17303
2020,March,Gujarat,Female,15226
2020,March,Goa,Total,1124
2020,March,Goa,Male,575
2020,March,Goa,Female,549
2020,March,Delhi,Total,20037
2020,March,Delhi,Male,10726
2020,March,Delhi,Female,9311
2020,March,Daman and Diu,Total,410
2020,March,Daman and Diu,Male,285
2020,March,Daman and Diu,Female,125
2020,March,Dadra and Nagar Haveli,Total,378
2020,March,Dadra and Nagar Haveli,Male,225
2020,March,Dadra and Nagar Haveli,Female,153
2020,March,Chhattisgarh,Total,7615
2020,March,Chhattisgarh,Male,3893
2020,March,Chhattisgarh,Female,3722
2020,March,Chandigarh,Total,1189
2020,March,Chandigarh,Male,653
2020,March,Chandigarh,Female,536
2020,March,Bihar,Total,14604
2020,March,Bihar,Male,7707
2020,March,Bihar,Female,6897
2020,March,Assam,Total,5268
2020,March,Assam,Male,2707
2020,March,Assam,Female,2561
2020,March,Arunachal Pradesh,Total,379
2020,March,Arunachal Pradesh,Male,201
2020,March,Arunachal Pradesh,Female,178
2020,March,Andhra Pradesh,Total,18206
2020,March,Andhra Pradesh,Male,9163
2020,March,Andhra Pradesh,Female,9043
2020,March,Andaman and Nicobar Islands,Total,169
2020,March,Andaman and Nicobar Islands,Male,90
2020,March,Andaman and Nicobar Islands,Female,79
2020,March,All India,Total,460086
2020,March,All India,Male,238418
2020,March,All India,Female,221668
2020,July,West Bengal,Total,34865
2020,July,West Bengal,Male,17934
2020,July,West Bengal,Female,16930
2020,July,Uttarakhand,Total,3920
2020,July,Uttarakhand,Male,2081
2020,July,Uttarakhand,Female,1839
2020,July,Uttar Pradesh,Total,54127
2020,July,Uttar Pradesh,Male,28578
2020,July,Uttar Pradesh,Female,25549
2020,July,Tripura,Total,1466
2020,July,Tripura,Male,743
2020,July,Tripura,Female,723
2020,July,Telangana,Total,17135
2020,July,Telangana,Male,8623
2020,July,Telangana,Female,8511
2020,July,Tamil Nadu,Total,39985
2020,July,Tamil Nadu,Male,19993
2020,July,Tamil Nadu,Female,19993
2020,July,Sikkim,Total,293
2020,July,Sikkim,Male,153
2020,July,Sikkim,Female,140
2020,July,Rajasthan,Total,20623
2020,July,Rajasthan,Male,10775
2020,July,Rajasthan,Female,9848
2020,July,Punjab,Total,12331
2020,July,Punjab,Male,6577
2020,July,Punjab,Female,5754
2020,July,Puducherry,Total,1081
2020,July,Puducherry,Male,530
2020,July,Puducherry,Female,552
2020,July,Odisha,Total,8342
2020,July,Odisha,Male,4318
2020,July,Odisha,Female,4024
2020,July,Nagaland,Total,914
2020,July,Nagaland,Male,479
2020,July,Nagaland,Female,435
2020,July,Mizoram,Total,657
2020,July,Mizoram,Male,329
2020,July,Mizoram,Female,328
2020,July,Meghalaya,Total,671
2020,July,Meghalaya,Male,335
2020,July,Meghalaya,Female,336
2020,July,Manipur,Total,997
2020,July,Manipur,Male,492
2020,July,Manipur,Female,505
2020,July,Maharashtra,Total,59121
2020,July,Maharashtra,Male,31067
2020,July,Maharashtra,Female,28054
2020,July,Madhya Pradesh,Total,24037
2020,July,Madhya Pradesh,Male,12532
2020,July,Madhya Pradesh,Female,11505
2020,July,Lakshadweep,Total,65
2020,July,Lakshadweep,Male,34
2020,July,Lakshadweep,Female,32
2020,July,Ladakh,Total,86
2020,July,Ladakh,Male,56
2020,July,Ladakh,Female,30
2020,July,Kerala,Total,24591
2020,July,Kerala,Male,11761
2020,July,Kerala,Female,12831
2020,July,Karnataka,Total,28681
2020,July,Karnataka,Male,14611
2020,July,Karnataka,Female,14070
2020,July,Jharkhand,Total,9802
